CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary
708;Spain;Male;33;3;0;2;1;0;13861321
745;Spain;Female;38;7;0;2;1;1;19423082
726;France;Male;31;9;0;2;1;1;1061173
591;France;Female;34;3;9612727;1;0;0;3097206
596;Spain;Male;60;7;12190797;1;0;1;3031404
577;Spain;Male;31;6;0;1;1;1;19639525
830;Germany;Female;40;8;7770164;1;0;1;1951238
712;France;Male;23;2;0;2;0;1;6679578
594;Germany;Male;18;1;13269473;1;1;0;16768956
768;France;Female;36;3;14133495;1;0;1;1258705
727;Germany;Male;39;5;8061546;2;0;0;18096232
630;Germany;Female;23;4;13796451;1;0;1;17457055
729;Germany;Male;40;5;11357461;2;1;0;10339608
768;Germany;Female;47;5;10455261;1;1;0;4813708
546;France;Female;30;5;0;2;0;1;19854309
609;France;Male;39;3;12177871;1;1;1;13839967
730;France;Female;36;8;14874929;2;1;0;9183075
647;Germany;Male;52;7;13001312;1;1;1;19080636
427;Spain;Male;40;8;0;2;1;1;8287075
608;France;Female;34;4;8877287;1;1;1;16882201
745;France;Female;40;6;13118467;1;1;1;4981562
781;France;Male;38;2;11781079;1;0;1;6563233
527;France;Male;31;4;0;1;1;0;16936189
569;France;Male;37;9;17875584;1;1;0;19992917
728;France;Male;43;7;0;2;1;0;400237
659;France;Male;35;6;0;2;1;1;5887911
597;Spain;Male;38;6;11570267;2;1;1;2505905
703;France;Female;32;6;0;2;0;0;3360652
710;Spain;Male;23;6;0;2;1;1;13418811
731;Spain;Female;40;5;17132598;1;1;1;15971827
727;Spain;Female;49;7;9629678;1;1;0;19045787
712;Spain;Male;45;6;11299465;1;0;0;19839868
614;France;Male;49;1;0;2;1;0;19244054
708;Germany;Female;23;4;7143308;1;1;0;10369757
581;France;Female;27;5;10225811;2;1;0;1946816
737;France;Female;32;7;12855136;2;0;1;18940271
680;Spain;Male;36;7;0;2;1;0;2010921
453;Germany;Female;28;3;13998665;1;1;0;13684675
607;Germany;Male;32;9;14427207;2;1;0;17658063
646;France;Female;46;8;0;2;1;0;13305915
613;France;Male;40;7;1243399;1;0;0;19330958
794;Spain;Female;37;9;0;2;1;0;6800885
499;France;Female;28;4;14179261;1;1;1;2200191
739;France;Female;30;6;0;1;0;0;12260444
773;Spain;Male;51;4;0;2;0;0;12358783
564;France;Male;31;0;11052717;1;1;1;8706077
726;France;Female;44;2;0;2;1;1;2673386
382;Spain;Male;36;0;0;1;1;1;17954073
457;Spain;Female;38;6;0;2;1;0;17321909
629;France;Female;39;10;0;2;1;1;4317449
676;Germany;Female;48;2;12444238;1;1;0;1506853
679;France;Male;39;0;8684361;1;0;1;15983058
594;Germany;Female;32;4;12007497;2;1;1;16296179
776;France;Female;31;5;0;2;1;0;9264794
543;France;Female;31;4;13831794;1;0;0;6184373
773;France;Female;50;4;0;2;1;0;12937294
509;France;Male;35;8;0;2;0;1;6743128
546;Germany;Female;25;3;1328377;1;1;0;13164731
541;France;Female;39;6;10984481;1;1;0;2528923
800;France;Female;40;3;7589311;2;1;0;13256223
629;France;Female;61;6;0;2;1;1;13367261
748;France;Male;32;5;15473788;2;1;1;17263813
642;France;Male;35;4;12547631;1;1;1;9177551
649;Spain;Female;47;8;11078328;1;1;1;7142016
443;France;Male;35;6;16111145;1;0;0;1394666
561;France;Female;31;1;8148027;2;1;1;652346
850;France;Male;33;8;7305938;1;1;1;186281
636;France;Male;36;5;11755905;2;1;1;1115733
461;Germany;Female;74;1;18644531;2;1;1;19676783
771;Germany;Female;38;5;13765771;2;1;0;7298561
658;Germany;Female;45;9;1345628;1;1;1;15926867
662;France;Female;39;5;13956205;2;1;0;6163622
741;France;Male;42;6;10603652;1;1;0;19468678
644;France;Male;50;9;76817;4;1;0;19637113
780;Germany;Male;71;9;14255025;2;1;1;12250678
593;Spain;Female;40;2;0;1;1;1;519495
605;Germany;Male;19;8;16613328;1;1;1;10799499
641;Spain;Male;25;10;0;2;1;1;18080839
737;Germany;Male;50;4;12755285;2;1;0;422511
695;France;Male;49;9;15945853;1;1;0;13584135
558;Germany;Male;58;2;14253718;1;1;1;8879183
615;Spain;Male;42;4;0;3;0;1;12032109
590;France;Male;43;8;0;2;1;1;14362831
645;Germany;Male;43;9;14012117;1;1;0;113027
552;Germany;Male;39;2;13290688;1;0;1;14938443
629;France;Female;40;9;13740919;1;1;0;1758777
737;France;Male;28;8;0;2;1;0;10639001
641;France;Male;31;9;11249499;1;1;1;322316
641;Spain;Female;36;1;0;2;1;0;10202139
709;Spain;Female;35;1;11182727;2;1;0;1267468
627;France;Male;70;1;9441678;1;0;1;1452995
717;Germany;Female;33;10;10218542;2;1;0;2323193
538;France;Female;32;2;0;1;1;1;8013054
846;Spain;Male;61;0;0;2;1;1;9620244
597;Germany;Female;35;8;13110104;1;1;1;19285267
766;France;Female;52;7;925109;2;0;1;6619361
488;France;Female;34;2;0;2;1;1;18127084
595;Spain;Female;43;5;0;2;0;0;1051498
850;France;Male;31;6;13199666;2;1;1;17874743
768;Germany;Female;43;2;12926405;2;0;0;1915014
648;Germany;Male;37;6;13175341;1;1;0;8689467
657;France;Female;28;7;0;2;0;1;517762
613;France;Male;34;5;1440942;1;1;0;4451026
578;Spain;Female;28;8;16159276;1;1;0;17783479
689;France;Female;40;1;0;2;1;1;11944664
693;Spain;Female;39;0;0;2;0;0;819016
651;France;Female;32;8;14458196;1;1;1;876095
753;France;Male;33;5;12256805;2;1;1;8282085
638;Spain;Female;34;7;0;2;0;0;394629
701;Germany;Male;63;3;12091652;3;0;0;14472745
593;Spain;Male;27;10;0;3;0;0;94620
581;Germany;Male;41;2;12791371;2;1;1;4420595
544;France;Male;30;4;7321889;1;0;1;12679669
663;Germany;Male;28;8;12367428;2;1;1;879852
524;Spain;Male;29;3;15903545;1;1;0;270531
678;France;Male;28;2;10913712;1;1;1;5881441
740;France;Male;39;9;0;2;1;0;1904723
713;France;Female;25;4;12117297;1;1;1;5626898
673;France;Male;51;8;7956336;2;1;1;17220091
616;France;Male;46;2;0;2;1;0;13713646
650;Germany;Female;48;7;13823224;1;1;0;5759478
655;France;Female;41;5;0;1;0;0;36548
782;Germany;Female;53;1;8157105;1;1;0;18296046
505;Spain;Male;35;8;11693259;1;1;0;9109284
850;Spain;Male;37;4;881411;1;1;0;10965912
791;France;Female;33;3;0;1;1;1;14441392
624;France;Male;80;3;0;1;1;1;6580144
789;Germany;Male;43;8;11965444;2;0;1;14841224
680;France;Male;33;10;18376847;1;1;0;16411935
682;France;Male;69;6;0;2;0;1;14960418
644;Spain;Male;26;8;9665964;2;1;1;13877569
688;France;Male;29;1;0;2;1;0;15469557
738;France;Male;33;4;926763;1;1;0;10581763
663;France;Male;45;5;8319512;1;1;1;486821
610;France;Female;27;2;0;2;1;0;1454676
418;France;Male;35;7;0;2;1;1;8887815
642;Germany;Male;18;5;11118353;2;0;1;1006375
592;France;Male;29;7;0;2;1;1;9119667
773;Spain;Male;52;2;0;2;1;0;5733779
783;France;Male;40;6;0;2;1;0;10974255
524;France;Male;29;7;0;2;1;1;10544874
569;France;Male;43;7;0;2;1;0;5253481
578;Spain;Male;36;1;15726795;2;1;0;14153319
664;France;Female;41;5;0;1;1;1;15205433
769;Germany;Male;34;7;1151015;1;0;0;5784189
655;Germany;Male;67;6;14836338;1;1;1;18699517
703;France;Male;28;9;0;2;0;1;215117
724;France;Male;29;4;0;1;1;0;898275
644;Spain;Male;18;7;0;1;0;1;5964524
669;Germany;Female;42;1;10387339;1;1;0;14861152
850;France;Female;28;9;0;2;1;1;16486467
602;Spain;Male;34;8;9838272;1;1;0;39542
539;Germany;Male;42;1;17772855;1;1;0;10501363
772;Germany;Male;34;7;11156591;1;1;1;12107323
668;Germany;Female;28;1;12451101;1;0;0;11425818
738;France;Female;67;1;13065252;1;0;1;2276223
509;France;Male;26;10;0;2;1;1;617783
675;France;Male;39;7;0;2;0;1;3626721
700;Spain;Male;44;9;0;2;1;0;14228765
741;France;Female;35;1;0;2;1;0;3655755
455;France;Male;40;1;0;3;0;1;12997534
635;France;Male;33;1;0;3;0;0;17806733
581;France;Female;24;3;955082;1;1;1;45755
718;Germany;Female;33;4;7054106;1;0;0;885928
590;France;Male;31;8;11221161;1;1;0;2626142
573;France;Female;47;8;15454398;1;1;0;2958673
497;Spain;Male;44;2;12125004;1;0;1;796914
669;France;Female;31;6;11300066;1;1;0;4046782
750;France;Female;35;3;0;1;1;0;1915205
521;France;Female;41;2;0;2;1;1;11308943
850;Spain;Male;71;10;6960814;1;1;0;978934
608;Germany;Female;40;7;9620232;1;0;0;16115485
480;France;Female;40;7;0;1;1;0;17033267
527;Germany;Male;58;3;13731842;1;1;1;12614496
834;Spain;Male;34;5;0;2;0;0;534371
606;France;Male;32;5;8316165;1;1;1;11688559
713;France;Female;39;10;0;2;1;1;12626397
675;France;Female;39;6;0;2;0;0;8341915
674;France;Male;37;3;0;1;1;0;1580499
649;Germany;Male;78;4;6834586;2;1;1;14256675
613;Germany;Male;28;7;766564;2;1;1;18548324
643;France;Male;62;9;0;2;0;0;15587082
472;France;Male;19;9;0;2;1;0;34534
593;France;Male;45;4;13882519;1;0;0;1082878
765;France;Male;42;4;12331139;2;1;1;8286834
617;Germany;Female;51;10;16727371;1;0;0;9343975
581;France;Male;25;5;7788653;2;1;0;15031949
533;Germany;Male;51;6;12754556;2;0;0;7955902
779;France;Male;49;9;10616037;1;0;0;11689387
543;Germany;Female;37;3;12230465;2;0;0;339987
710;Spain;Male;62;3;13107842;2;1;0;11934876
803;France;Female;40;6;16552671;1;1;0;1232808
560;France;Female;38;5;8371441;1;1;1;3324597
526;France;Male;32;7;12554005;1;0;0;8678641
625;France;Female;36;3;0;2;1;0;412951
773;Spain;Male;43;7;13815057;1;1;1;17735716
710;Spain;Male;22;8;0;3;1;0;10729291
715;France;Male;45;4;0;2;1;1;5504393
490;Germany;Female;41;0;13965904;1;1;1;17625412
708;France;Female;51;8;7075418;1;1;1;9292004
690;France;Male;21;8;0;2;1;1;15578289
656;Germany;Male;68;7;15354511;1;1;1;18657468
556;Germany;Female;43;4;12589072;1;1;1;7485497
800;Germany;Male;39;4;9525272;1;1;0;1390634
480;Spain;Male;39;5;1216269;1;1;1;8243813
660;Germany;Male;30;1;844401;2;1;1;6048598
679;France;Male;42;1;0;2;0;0;7182315
509;France;Male;18;7;10298391;1;1;0;17177058
601;Germany;Female;49;4;9625298;2;1;0;10426382
803;Germany;Male;34;4;14292916;2;1;1;11486956
553;France;Male;32;7;6408209;1;0;1;10915958
559;Spain;Female;39;2;0;2;1;1;1211511
819;Spain;Female;28;8;16825321;1;1;1;10279914
762;Spain;Female;35;3;11934969;3;1;1;4711418
756;France;Male;40;1;9477311;1;1;0;11427963
603;France;Female;39;9;7676968;1;0;0;4822472
820;France;Female;39;1;10461429;1;1;0;6153843
604;France;Male;34;7;0;2;1;1;18807855
690;Spain;Female;30;5;0;2;0;1;7870003
551;France;Female;26;2;14425852;1;1;0;4977879
789;Spain;Female;40;4;0;2;1;0;13740227
699;Germany;Female;41;1;20011776;2;1;0;9414235
516;France;Female;46;6;6221229;1;0;1;17168186
567;Germany;Female;46;1;6823851;2;1;1;10957258
603;France;Female;34;9;0;2;1;0;16791635
671;Germany;Male;28;8;11985952;2;1;0;12542266
591;France;Male;49;3;0;2;1;0;5012344
787;France;Male;32;4;0;2;1;1;1323893
718;France;Female;43;0;9314339;1;1;0;16755486
633;France;Female;34;3;12303443;2;1;1;3831504
521;France;Male;39;7;0;2;0;1;65358
505;Germany;Female;33;3;10650677;3;1;0;4544578
670;France;Male;33;8;12667969;1;1;1;3945109
675;Spain;Male;31;2;9082627;2;1;0;6027087
760;Spain;Female;32;2;0;1;1;1;11456535
521;France;Female;77;6;0;2;1;1;490541
795;France;Female;40;2;1018911;1;1;1;18304486
690;Spain;Female;36;10;9176011;1;1;1;13578494
624;France;Male;55;7;1187936;1;1;1;9502202
682;France;Male;44;3;1152823;1;0;0;237664
701;Spain;Female;34;6;10798037;1;1;1;11937474
718;France;Female;44;1;13386622;1;0;1;13904924
543;Spain;Male;41;5;0;2;0;1;14398029
635;Germany;Male;53;8;11700555;1;0;1;12364657
757;Germany;Male;36;1;6534971;1;0;0;6453964
725;France;Female;29;6;0;2;1;1;19077683
694;France;Female;38;5;19592639;1;1;1;8552284
850;France;Female;34;6;10126651;1;1;0;3350198
692;Germany;Female;43;10;11858883;1;1;1;16124165
739;Germany;Female;25;5;11311312;1;1;0;12918127
784;Spain;Male;23;2;0;1;1;1;684773
744;Germany;Male;41;7;19040934;2;1;1;13836148
615;France;Male;34;1;8350311;2;1;1;7312453
645;France;Male;45;6;15541761;1;0;1;344922
714;Spain;Male;29;4;0;2;1;1;376059
795;Germany;Female;33;9;10455272;1;1;1;12085383
627;Germany;Female;33;4;8319905;1;0;0;15933493
479;Spain;Male;35;4;12592098;1;1;1;2039344
611;France;Male;27;7;0;2;1;1;1574741
774;France;Male;40;9;9301747;2;1;0;19160897
